business_id,stars,city,categories,review_count
JPFzpR5PvZWqHXQMIZFk2w,4.5,Madison,Shopping,54
fjaQ3Ixkofh8xGhklUtDnA,4,Madison,Vehicle,398
WxfedycTcbQO_GuXHo9Ypw,4.5,Madison,Shopping,28
FrT0OQFkUZBtfoW3V1Wpfw,5,Madison,Bars,23
HYFwjbK7HbvzENF44ACfdA,4,Madison,Hotels,17
J2AiPQnKWBxBwc4MMkbH8w,4,Madison,Home,23
MQtzOBwYXrTjqkWLLKInew,4,Madison,Sports,5
YlznKuAxnd7j3QfXFzoIog,4.5,Madison,Music,19
TLjnOhDnazyPJmI8LqU5-g,3.5,Madison,Bars,10
IoPdC59QwkWYm31xPkwcPw,3,Madison,PersonalCare,11
Ryq600aoE3h8_qRQGIed9A,4.5,Madison,PersonalCare,63
jqOPL979k-t_Vc049CnAjg,3.5,Madison,Shopping,13
m2bTjmuYRTahL6HHAnYRww,3.5,Madison,Shopping,4
sUxPe5A2NvEHs12UokMyBQ,3,Madison,Food,4
nE7GX1tMsGK4y7FjpPRmbA,3,Madison,Pets,6
BdO3fRKops_wgmUPYyLGDw,3.5,Madison,Education,5
XTGb5b3LBuhWHhJS1xPnQQ,4.5,Madison,Vehicle,12
2fPABODueZ0RSOFln5Yl5A,3,Madison,Food,10
CjHMXSaXttTv4jZSQnmyEA,2,Madison,Work,5
UV9c6A16IXXA7JmkTor8Tg,3.5,Madison,Food,35
8O9iXCjE6WNz2am2YechBg,1.5,Madison,Shopping,6
tTHVQItpZrYZ_F0qtUTPcw,2,Madison,Food,5
C6NHEs8gWDzLFdpy59B-zA,3.5,Madison,Entertainment,4
nE51k932dNFc-gClgPguVw,2.5,Madison,Home,3
3NEffAI1qX67vI7yHjdRWQ,3.5,Madison,Home,5
p9Bl3BxPltz2WnIxJLnBvw,3.5,Madison,Home,5
4N7dN61pyPfcxmKgXWQPfw,4.5,Madison,Food,28
Q3GGB4ZMajP-Qmtdr1cVZw,4.5,Madison,Vehicle,85
xMyTUliefguc3bfetGebJg,2.5,Madison,Food,7
cwGTjUMyfeAmTdLByEMh0g,5,Madison,Pets,5
68JsiWNLKs8NDCrBCxIWMA,3,Madison,PersonalCare,38
PhdMPqSdLZi6IV8SdnpUAQ,3.5,Madison,Bank,28
cv5gS-zYooEchtLRlvpXpg,5,Madison,Shopping,4
eC4iEcRR3p5NLq9Zf80ZGg,3.5,Madison,Food,32
uQ1YuSiDgHwVwdFVW-nLqA,2,Madison,Vehicle,4
qt3WwxMYShshHX7UsyTK-g,2.5,Madison,Education,9
-4PHmmCt_RmAfaE3sDKW_g,3.5,Madison,Shopping,16
jMXL4JB6GoSeOINOtZdFew,1.5,Madison,Vehicle,3
AyAJs-XGv2_Cn_LPH1DWyg,4.5,Madison,Vehicle,3
JJFoeKZXgi2_LeECDMkkoQ,4,Madison,Vehicle,62
vdWTm_hVFdt5s8Ca1Xyddw,2,Madison,Vehicle,5
LkFYWBEdmHE05UkfIkK4EA,5,Madison,Food,9
KHOHjA8HOcTlFBCtMQFv8A,4,Madison,Food,41
5tW2BXvINlk5MmiKelcByQ,3.5,Madison,Food,6
ykxf0XiJt-d76dBwfO_yew,3,Madison,Food,22
3m64jZztOV8UnKf0RBGUQA,3,Madison,Home,4
pSYCSXgabSKKJrIEJG-FLQ,4,Madison,PersonalCare,11
Yn89vJYXcdprx9U_w1qmMw,2.5,Madison,Stores,12
vP7-03_-_NoNfwfeYADDPA,5,Madison,Home,5
seYxnMc1VrZsR7nc09ufmg,3,Madison,Home,3
_ZAu0v4lIxAmU6VTfnml1g,1.5,Madison,Shopping,3
JHR6trHgqfis9nv9s8c9og,5,Madison,Education,3
HLWtNcf3l-wKb6v9duteMQ,4,Madison,PersonalCare,176
NFiITDN6V53iLAOTOZgbOQ,3.5,Madison,Entertainment,4
XIZ259hZ6Yww3C0o97MgUQ,2.5,Madison,Home,13
XlXdO2zgB5DsJygapc2Ksw,3,Madison,Home,13
pFdDhXs8-a07NwX4L506BQ,4.5,Madison,PersonalCare,5
cbodGg8dt0gZpdtrQBgduQ,4.5,Madison,Home,34
BRqIGc5nGobwIVxX9vxyig,3,Madison,Home,5
Pa_brCvUaiUPPvm3tJQwgw,3.5,Madison,Pets,3
j515klfbCAEF3KPiKvHz9g,4.5,Madison,Entertainment,66
bYEwuO-Z14enA88RKyMHbw,4.5,Madison,Food,5
jm3K37BEkL8-a_aytbCXvA,5,Madison,Bars,16
S2x-rEziU3ONR9zO_vpPxA,2.5,Madison,Entertainment,27
XRSKxJ_qmo_fmbnTrjOKAg,3,Madison,Vehicle,7
yCbzzYKkPe1kfeMDdGq03Q,3.5,Madison,Food,12
JqMsFCXEeG_8R4HS4gEu7g,5,Madison,Vehicle,4
Pn4xv1BGBmtpVBmUcIsrpQ,4.5,Madison,Vehicle,6
0dwJ2MNd9_LV0dOEGSQgEQ,3.5,Madison,Vehicle,3
mzl5Z5I7NG6guH5I8e7Zxg,5,Madison,Home,6
4ldKdZC5E5LZRbxfxKvYpg,3,Madison,Pets,6
tgGaaLuFPbeiwPZcAKFxGA,2.5,Madison,PersonalCare,3
MONajnUQ5-IRtv8PSPn_yA,4.5,Madison,Food,40
UWyW-lyljb_SrCnSEuugUQ,4,Madison,Food,5
Jb5SB2OXbRW0e7ErGlMK-Q,3.5,Madison,Food,41
IGSFz916np_GyQvlagAnlg,2,Madison,Food,5
acnZqXktCu7_x2c4i3tMsw,5,Madison,Food,4
0-wZJOsaLFwvbMF78aYeiQ,5,Madison,Sports,4
IFzagko8Y344ajAhWOxnUw,4.5,Madison,Food,4
L83dOubt-Q-eQviITaPcjA,3.5,Madison,PersonalCare,3
wfE180qQ2OW3qxFsqVctgw,2.5,Madison,Food,4
tUi0IRHSi2nhAso6d5E2Vw,2,Madison,Home,7
CgUFVo2ANTRujxYOiY_dmg,4,Madison,Shopping,7
IlE4UouTsBEGiJ_bNrb5ug,5,Madison,Work,14
e48UufPpmZdPc-x4HSWibw,3.5,Madison,PersonalCare,6
zHdt_KW2QqgJJ9bLmtShdQ,4,Madison,Vehicle,11
SFJxz-ULe0DutaNq9hBVXg,2,Madison,Bank,4
CLvpX-lYjnz6FvtmMRkYew,4,Madison,Home,11
pHBQ-dQRwN3z7Rq7iSog-A,2,Madison,PersonalCare,10
BB4Oz3qBqihEvgZAoaTeIA,3.5,Madison,Bars,3
qbu5WjBSQyj8yCk2ENc0BA,4,Madison,Shopping,4
50SekjFjmwgN-lGXDu48qw,3.5,Madison,Food,5
JD04BlA142xkYsPTErQOrg,3,Madison,Stores,3
QwUHifLjoc5hoxa74jpwGQ,1.5,Madison,Home,11
brkJrGv2Eaj9NTl9g2RMgA,2.5,Madison,Home,5
8E1EzFMYtuJdrOfgft_nMQ,3,Madison,Music,3
2ReWfLse0HhWOLLsM_bB1Q,4,Madison,PersonalCare,5
ImBOmnSOb1ajWskhQyaa4Q,3,Madison,Food,7
KwH79eA3cMwVbYNLLB0hew,3.5,Madison,Food,3
UyEbMXjDTNGks_k12fGNdg,4,Madison,Vehicle,5
sjew4Yn7iP7jf_w7X6-vDQ,3.5,Madison,Entertainment,3
sfA0XJ7XVODirPBXpIFFKA,4,Madison,PersonalCare,4
psze2Qlw2_dEsFpDj0N08w,4,Madison,Entertainment,13
OxR3b_qcMJlzwzGPU5fmdA,4,Madison,Food,65
8AGIIxZ-BBHbEGsgmhOOwA,2.5,Madison,Bars,6
tE8MQ9I7E2_Xvm4AvykXrw,4,Madison,PersonalCare,22
229b4Pen_-XsyZ3Y2ktxGA,3,Madison,Shopping,7
W0kwwRhto5fw8tURZ0cYBg,4.5,Madison,Food,3
DCvG8vjyi4xmYK7LqRQ7DQ,5,Madison,Food,3
r-c1oqAdSdLGcsdHRaaTYg,4.5,Madison,Shopping,3
UyGxVlb8gjVHpHczJ5ThRw,4,Madison,Entertainment,3
cCStad4wX3ADPbz5AHCn9g,1.5,Madison,Work,7
qctWDQ4cQ4w7Y2TCCILTmQ,4.5,Madison,Home,7
OejdaKwkMAHvNe5mL2-emg,4.5,Madison,Entertainment,6
QfCHvy6v39xPH7CvCASlFg,4,Madison,Food,19
unXHmjewHGeWQwJr74Sy9g,2.5,Madison,Food,17
JD1uVun5FEF_Ih2PnHCbuA,2.5,Madison,Shopping,17
d4JotJ_TGNCm9y-TB4e86Q,3,Madison,Food,3
R6TxOULUEMSq1-7P0w6kTA,2.5,Madison,Shopping,5
_3j088e48AYv5yg3FQBoBg,5,Madison,Events,3
GqJI2nG2cfjCnxEBksIbrg,4,Madison,PersonalCare,7
QIwnZALGRNSR2HvOzjyDlw,4,Madison,Home,4
m-1fQ1yxirdD_Zl8UtMgJg,3.5,Madison,Events,8
WBtMVB-3fUTsMV7VasVdug,2,Madison,Food,4
FiP9q_YD5vgxu_Sflo5oZw,3.5,Madison,Shopping,12
u5p8rf79qxDkXX129qZInQ,3.5,Madison,Sports,3
x9pglBo0UYkfje8ugC1OsQ,3.5,Madison,Food,9
KchYxDnlevnfmA4bHMRQyA,3,Madison,Food,6
FIR1SRvSAMNTO3VvNaJn2g,3.5,Madison,Food,74
DWnVV_l76GVyRLjhB0_wwA,3.5,Madison,Food,3
k5sC4u8XNyXdzJRqM72Glg,5,Madison,Food,3
xTAflBEx2EF10-C-tvBf_Q,3.5,Madison,Sports,3
rCETkP0iCUBZGcdDGeK7-g,3.5,Madison,Food,9
GLRTpAzQmGd7Jb2cb5xMbg,4.5,Madison,Shopping,3
yg-a8RuKe-_uiPyrwmGogA,5,Madison,Hotels,14
IvOeqnZZrGKjUxj6fW2P7Q,4,Madison,Pets,4
yk3vlzcgo0OJpm0JFSLcoA,3.5,Madison,Bars,8
MBLOaMM3g4TrLNpHUA5EtQ,4,Madison,Education,10
zzhSCOVTZ7MUKOAfwT-Bsw,5,Madison,Bars,6
yrBo3c3OTKVO4H1ttBxadw,3,Madison,Shopping,33
cA77EZOm-TmUwLsQMrE07A,2.5,Madison,Food,3
pACm1yLb9Pwc1mOuvC3UDw,2.5,Madison,Entertainment,16
#NAME?,4.5,Madison,Entertainment,6
R825-NTAI2wG2C4mN-dtNA,3,Madison,Food,47
T8X_qRCdd1j-C8uH6XTFbA,4,Madison,Work,3
L3dTz2TQIyov5NbPdJLkSA,3.5,Madison,Fashion,3
AJOejrnO0z4lzp_GHO6wUQ,3.5,Madison,Food,5
zjvhOPocFPsImtJMWV55WA,4,Madison,Food,24
CNvF4BsuFEfC-0Ol4cAD3w,4.5,Madison,Food,16
DdaBJ-NJrvXSjfNRhbA71Q,3.5,Madison,Stores,10
Qlkyr4jfUFsi7v9SgppcOA,4,Madison,Fashion,3
QseK4W6BwKsyDd36ksxeew,5,Madison,Bars,3
wN5WijlhJjW_3keXENR1cw,4,Madison,Entertainment,53
r5S_wYdu1vKRW1k-7_yOIA,4,Madison,Food,18
Vz_4tkOoNohtVYyfS4RKhg,4.5,Madison,Food,3
Td4s3goUw5bES5JGxQcIbw,4.5,Madison,Food,6
TccRMp6gd1MgWy6hP44hGQ,4,Madison,Food,4
kudu7t-QHJJa0aC0ojpm8w,3.5,Madison,Work,35
_DvzkmN2HbM9jTAjB47PKg,2,Madison,Shopping,3
x7nnNkAXy9aI4KBz6RMerw,3,Madison,Bars,30
Xia0Lo492MDWbCd48scnYA,1.5,Madison,Stores,3
07g8i6Dg_8iXXjzbGeITHw,4.5,Madison,Home,18
dgGpvbTjAWet0YPJ3kDJiA,3.5,Madison,Home,26
IPgqCGKLMc4HZ5KmDvL6tQ,2.5,Madison,Food,8
fHkQlo4Fqrv_q8RtOpx-Fw,3.5,Madison,Entertainment,8
85GaloTNAYNl3hF87CPdkg,2.5,Madison,Music,8
ZiR5Fu1yD5fqDHAfAfTBig,2.5,Madison,Home,59
SKMQf__GgPwVJiytSJRc9w,4.5,Madison,Bars,10
1wP5JrR9cOGaB00jJPqvfA,4.5,Madison,Food,3
2u28JEiKwG6TUAKg7fihXQ,4,Madison,Food,4
iFl-kSk5CjLOjNBnH1ibdA,3,Madison,Entertainment,6
XROHg2KXLXI6LfzylKbNMQ,2,Madison,Entertainment,8
0HnaJkc8q7Mb-LwbUjaJQQ,3.5,Madison,Bars,17
ZIEKY8NKHXrw4caeFhwgaw,3.5,Madison,Shopping,3
u9XLGsqdOHphfSx6is0KdQ,3.5,Madison,Music,3
cyMrs8KNWQcL3Es-w14sTg,4,Madison,Home,17
oqsGSo0MquI5i4Y7zxeadw,2.5,Madison,Entertainment,3
aOnCxq0wQ-cOg2JwI_JuNw,4.5,Madison,Fashion,7
7FxfUAbNYz6YQoMjS5a1Ww,2,Madison,Food,3
m2kbfuUba4hixid0ZtjsFg,4,Madison,Home,19
rTJbk4WAOPSh2WatyBq8gw,4,Madison,Stores,4
HX60bbSLGlikD1FwCd4_8A,5,Madison,Shopping,3
m2nLCX6LpLRJcTNYX9pbRw,3.5,Madison,Food,63
pS5WsUlWOVAPM0S2rVI-SQ,4,Madison,Home,44
nDDxSnk-ZbYoHkdmNe06Tg,5,Madison,Entertainment,42
9JSYmkJ-sRW4zJCun7N5vA,3.5,Madison,Shopping,12
PIDnX6hKBB_pm-w4T875pQ,4.5,Madison,Sports,5
lOxfzufmX-fImGNDlhjRoQ,3.5,Madison,Food,3
aaYR5kTMqgRGVtTr1kKmKw,4,Madison,Vehicle,34
zsTO1b0YJSBv92y7ECoyWg,3.5,Madison,Bars,14
9DoW6jACkEl-irp7Vu1K_A,2.5,Madison,Food,27
AumognPr-ttsca0u3KlPMw,4,Madison,Work,18
vzQFuuScWyBBakUtEPmPNQ,3.5,Madison,Food,20
3yGSxV6-rMa0wj1J2MTKng,3,Madison,Food,5
oGE8GPmBvHXQskP-m2cdLw,4.5,Madison,Food,195
3C7AWEyLV1DHf8rTaJDACA,4,Madison,Entertainment,104
z4acTO-MlZQdkgJE9QCM3g,3.5,Madison,Fashion,5
2b_lt45uM8XMgX-weIJ3nA,4,Madison,Entertainment,8
kHShR-QHa6lQI55qqOAeiA,4,Madison,Food,26
OQIRj00yvBAUoS2Eb1-ItA,5,Madison,Home,3
HvnLM5Z6UXc838cCLUfrZQ,5,Madison,Events,9
OmzjQ9yBhWHv6Bpfvzr2Tw,4.5,Madison,Food,18
9IoGXbleh2TxP9S0PniU7w,4,Madison,Hotels,27
QJUPXBB37DE3-JElYxmZFg,5,Madison,PersonalCare,12
CQRYL_4Mu3215d1F_C0Qpg,3,Madison,Food,17
oF6fkggof-biVezMoe0h3Q,2.5,Madison,Bars,7
Z_9Q5UPY-zmzbNge9gRsyg,4.5,Madison,Food,28
Hnh1bO3x4MrgtxUDqJRwLA,3.5,Madison,Bars,20
5RNo_HDbcYMc1By8BYFBzQ,3.5,Madison,Shopping,55
oXup5d96auPpUOBh5YBeyA,3.5,Madison,Fashion,82
k4tomQpZKZJEQ9tzvLoE3w,4.5,Madison,Food,51
k5WYudFqSpsm5nhTSlq3lg,4.5,Madison,Food,6
hjH_oyzhpg3c77ainpx3kg,3.5,Madison,Bars,31
F0BTBm-CXuBk8JWZsMuBKA,4,Madison,PersonalCare,126
FB2jwdIRUzM_zxULDeT4Ww,3.5,Madison,Food,3
fuDFCQQmKrzuroldPGip1A,3.5,Madison,Home,7
7vna02kUki0igwOgF6YObg,2.5,Madison,Hotels,6
jPuCOCHSIU_MtPidNl1PpA,3,Madison,Home,7
uTyH2HUcFieB6wg-RKA6_Q,4,Madison,Fashion,17
GBgdaHOZrl6csfHS69MWyg,3.5,Madison,Stores,48
OXLegbUo6HA3DN3lBFTsUg,3.5,Madison,Sports,112
U207MvzEpz3xYbcC1XotGQ,4.5,Madison,Sports,3
MRkKtODtC6p6weVE370vcw,3,Madison,PersonalCare,42
F-AdB1lknzwNMurzMKiTzA,4.5,Madison,Home,3
d_w6r-gy2ZG7_3cKdkGgMA,4.5,Madison,Entertainment,13
d0CenMtjZHYKFa4JntQoYg,5,Madison,Vehicle,4
ed5VpqG6NlI2_ALQpZ0lLA,4.5,Madison,Food,161
iopdE6KgGl8Jvcji-lybFA,4.5,Madison,Food,13
KzE5pMcqJG0YI2VW28_pig,4,Madison,Home,3
hfCB7lqu3QhoQDxTmhJnag,4.5,Madison,Shopping,7
A3ZK7esn3oKG5O3OEWMHiw,4,Madison,Food,176
XAbFbHhi2FlZ0sNSt3WJUw,4,Madison,Entertainment,5
bxlI2VDy2MnAaPwn25YKcA,4.5,Madison,Food,3
Tjlj3DgQxXKKG4AmnbDnIA,3.5,Madison,Shopping,58
vUknX2e4fwgShNb2c8sasQ,4.5,Madison,Education,49
htkFIMGNHOLqmF0dtFCoiw,4.5,Madison,Food,23
QsMcaJ1a9otkJdUHtq3JRA,4,Madison,Bars,12
0wGWhZw81cIG7YjwghZhgw,3.5,Madison,Food,138
6jR5_SvSQ3tEn9BzM-2x4w,4.5,Madison,Home,10
WDZYmOJUREgSuE9ZfL25mA,4.5,Madison,Shopping,19
CogYonKuZ4NgOMzA-qu6cw,3.5,Madison,Food,6
XpoBPNL7LBsYZXjVY_a98Q,2.5,Madison,Bars,6
KglkEgsfJwvi5FlVEeI_Rg,2.5,Madison,Food,3
cbmgAeDgxFil6lKadLehsA,4.5,Madison,PersonalCare,3
Dn5JUcOKejakeuUwMlSR5Q,3,Madison,Pets,17
IgHkvKIzy6Zjx5NBA0i0ng,3.5,Madison,Education,47
Bz4XyeumLTsqS3Ysf3Dcyg,4,Madison,Food,13
u7RUBFqBalXxFdlr0NKyBw,4,Madison,PersonalCare,5
r2DtJRPrDnaMpliSJ9I9_w,4,Madison,Food,19
xDfGoYjar-rG0v7UuIShdg,3.5,Madison,Stores,30
H-e74SghEFfIz_TdUS_2KQ,4,Madison,Sports,9
4dL8yzQu974eCtTI-V4Znw,3.5,Madison,Food,76
itaXsW86s3cDeNY0qpQybQ,3.5,Madison,Bars,3
rgSSCx0tb9AQyCkAvMSIoQ,4,Madison,Sports,79
bxrGCpJg-_l6YxsGO5Essg,4.5,Madison,Food,7
zQwAa0sUQUnogE9uhKcGDA,4.5,Madison,Food,10
KgJko4q5jewH8UD7n0eQIA,4,Madison,Shopping,17
irwz-t4JRDnsGVRDe5oTwg,4.5,Madison,Entertainment,4
qY_CBBuxvIXf0tfZxNqPsQ,5,Madison,Food,33
43Jej-sIqlpq9LUXKiYMGA,2,Madison,Sports,3
rh61QuYb8Rs2SZOkaUoveA,4,Madison,PersonalCare,12
s4Juaxp_7gziJj1DXr2JGg,4,Madison,Home,14
JtSgAvhABBBxhXKujHHxBA,4,Madison,Shopping,11
QFMHjSUt08y0c98SA3aBrA,3.5,Madison,Education,68
3WYYCZq4spbRviIFN7dkJw,4,Madison,Entertainment,16
hamtXHWojyMro1JAOycalQ,4,Madison,Home,83
kj2jl-pQET8E9A1YVezyHg,4.5,Madison,Home,105
m79L5WLftprDSKdXEtdrIg,3,Madison,Shopping,154
DR4xcr3eJ0vfYRomvx036w,4,Madison,Food,121
6vDyQZJAqkVRi8vNSLGkBg,4,Madison,Bars,13
TL8mMCzr57CRrOLXGbxk_g,3,Madison,Sports,17
yTQjQZzY8fsJ6F9n6nhSrA,4,Madison,Home,13
#NAME?,3.5,Madison,Sports,3
VB-tzuBR6BxMzOkY_cOpwQ,4,Madison,Entertainment,163
wpoALFaOLjQU6sc67eiryA,4.5,Madison,Bars,6
oPy0Tl_2FDz0xmzdZJWLnw,2.5,Madison,PersonalCare,6
j6UXMSx_uqXdvUi-kaOJXA,3,Madison,Entertainment,3
fGQg-IaVTk1vCwbyh-_n-g,4.5,Madison,Vehicle,30
NnZKF0QI8KvwYSIXsDGxew,3.5,Madison,Food,28
p5t72ECxsXFUn7pgoukf8g,5,Madison,Bars,5
wS6Qh5NkoPKDwjA_vbUcfg,4,Madison,Sports,37
nisE3lGuzeEWY2KXMGbYNg,2.5,Madison,PersonalCare,5
piiDdJ5EhVefYLOtk538fQ,4.5,Madison,Entertainment,3
G7Izuj1bwMFSJMQwM8YP6A,4,Madison,Shopping,46
e-YQOv0Uid6uzCz23yCyXw,3.5,Madison,Shopping,54
Gu87BaXltz6qMyaNUdTHEw,2,Madison,Home,4
Fuzyw-fRAEhFPcBmSgEmkA,4.5,Madison,Food,6
nbpY3tbPrAksoqOrYwlx7Q,3.5,Madison,Food,68
yH6iIl_4jzNF44L3HUZ3AQ,4,Madison,Music,4
TI0aHZioxrosjIqLCB4Lqw,4,Madison,Home,40
Fldz9eHJZn_PoVSo9SE6Iw,4.5,Madison,Home,4
