business_id,stars,city,categories,review_count
oudTF4EN_C8thENGiTQf-w,3,Madison,"[Bars, Restaurants, American (Traditional), Nightlife, Tex-Mex",22
2_ODkEnB9dtHEeWsR_hqMw,4,Madison,"[Shopping, Home Services, Battery Stores, Mobile Phone Repair, Local Services, Lighting Fixtures & Equipment, IT Services & Computer Repair",3
ZjwZIQM4TfFO7T7ck7FtYQ,2.5,Madison,"[Food, Beer, Wine & Spirits, Grocery, Delis, Restaurants",10
iyHtJGN4KtuSTUbB6fROBw,2,Madison,"[Health & Medical, Urgent Care",3
fMubmh1kiGwtxAUZ-mc3wA,5,Madison,"[Colleges & Universities, Education",4
MVFeOZVt641WBvdsRmnhPg,3.5,Madison,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants",9
JFxTRyDQ-JhyMnDBVFzHLw,2.5,Madison,"[Hair Salons, Beauty & Spas",4
HlnY8xWkfONz256u3Tp_Wg,4,Madison,"[Fashion, Shopping, Shoe Stores",4
9vgu6o1CwP5NakVkb29z0g,4.5,Madison,"[Japanese, Restaurants",6
QMWdcByvCYCrs7-IQyr26w,4.5,Madison,"[Sporting Goods, Bikes, Shopping",23
hUS4D74YDHobcggC4-YMqw,3.5,Madison,"[Bars, Nightlife",3
qTzXFsBjMmOQHeRrWnJYLg,4,Madison,"[Books, Mags, Music & Video, Shopping",18
CRKM5F4MHGHvEGgI3LXy8A,2,Madison,"[Shopping Centers, Shopping",13
MFANntSgzNkjStqgB2xtHw,2,Madison,"[Car Wash, Automotive",15
JdCFcgw4yk4M1ZRhAhBIag,2.5,Madison,"[Bars, American (Traditional), Nightlife, Steakhouses, Sports Bars, Restaurants",31
wls7FRMgIn8VlK1ji5Ms5g,3,Madison,"[Active Life, Golf",16
311yXufoXR2dFngMHS9MFg,3,Madison,"[Burgers, Fast Food, Restaurants",6
QB64-PgfEUzbrOL50bJ0Bw,2.5,Madison,"[Burgers, Fast Food, Restaurants",3
i9JeI7bd1qXGi15FoD45GA,3,Madison,"[Hotels & Travel, Event Planning & Services, Hotels",21
DPViYrvLCByFRQBl90TLsg,4.5,Madison,"[Wedding Planning, Local Services, Sewing & Alterations, Event Planning & Services, Shopping, Bridal",14
AJx4qb4qVNcKn_3sD7_5Rw,3,Madison,"[Hair Salons, Beauty & Spas, Nail Salons",21
rgyvl8tNVAony634_9vFdQ,2,Madison,"[Fast Food, Mexican, Tex-Mex, Restaurants",11
05wYcQouBrRjxC4tqq1cug,3,Madison,"[Department Stores, Fashion, Shopping",3
qnfriejzSieRSAsETaC1yA,5,Madison,"[Pet Groomers, Pet Services, Pets",9
v5a-Mj4eO1E--HmgwEWo7A,3,Madison,"[Seafood, American (Traditional), Restaurants",37
01gRLh9-kr_ZYABrGwNxpg,3.5,Madison,"[Local Services, Dry Cleaning & Laundry",11
HTplzElel_F_U_qhWuDKdg,4,Madison,"[Pubs, Bars, American (New), Nightlife, Restaurants",91
izF6o43M1eWpivukmRQpRg,3,Madison,"[Oil Change Stations, Automotive",8
0oQFFOdPZycIBmGkoBrlbg,3.5,Madison,"[Noodles, Restaurants",34
OizzRdTpZW7veSyjqilnQQ,4.5,Madison,"[Bars, Nightlife",3
rKIgJJKYVeCPRjUO9fOE8w,1.5,Madison,"[Local Services, Dry Cleaning & Laundry",4
I1DxjqRb5MU2sDHyfzJ2fw,4.5,Madison,"[Food, Beer, Wine & Spirits",3
_om1Y0BOPJa2va_o-f38SQ,3,Madison,"[Interior Design, Home Services",3
QXpD1bSjcp-nuXm9MHMoKA,4,Madison,"[Flowers & Gifts, Shopping, Florists",11
Hh5lyZtOrS5LKk4YCgj8Kw,2.5,Madison,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels",46
GoqN6AJD5_mZGcXHjjCxkg,2.5,Madison,"[Hardware Stores, Shopping, Home & Garden",3
QdSGdvZATzejDkSs435Rdw,3.5,Madison,"[Dive Bars, Burgers, Bars, Nightlife, Restaurants",15
a933ecROIB44zhzos11YTg,3.5,Madison,"[Shopping, Nurseries & Gardening, Home & Garden",9
k9KL0ClKt37VZ2E6eXs32Q,3,Madison,"[Arts & Crafts, Shopping, Knitting Supplies, Hobby Shops",7
1YEuqVtVMHdpavzoGcUUug,2,Madison,"[Breakfast & Brunch, American (Traditional), Restaurants",18
pnr2sktG7QWWBut8dRZ27Q,3.5,Madison,"[Shopping, Antiques",5
jd7yAsF-T4OlI4ejkJYJrQ,3,Madison,"[Hotels & Travel, Event Planning & Services, Hotels",7
MLD-FXAHLbdiHOcyeoW-Fg,4,Madison,"[Food, Grocery",37
7hchHAiiUEET2eKA-unPhA,3,Madison,"[Shopping, Office Equipment",3
bAew9nt-tw8YGjjD64gVWQ,3,Madison,"[Active Life, Bowling",14
7uoxZ35biPZfl8m5w2_XRA,4,Madison,"[Pizza, Restaurants",5
uzJ2Vefb951El2oneQI8NQ,3.5,Madison,"[Chinese, Restaurants",17
smHuQzYNOkN2CHDjLG8KBA,4,Madison,"[Local Services, Sewing & Alterations, Bridal, Shopping",10
JPFzpR5PvZWqHXQMIZFk2w,4.5,Madison,"[Food, Coffee & Tea, Cafes, Restaurants",54
fjaQ3Ixkofh8xGhklUtDnA,4,Madison,"[American (Traditional), Diners, Restaurants",398
WxfedycTcbQO_GuXHo9Ypw,4.5,Madison,"[Food, Specialty Food, Meat Shops",28
FrT0OQFkUZBtfoW3V1Wpfw,5,Madison,"[Hotels & Travel, Bed & Breakfast",23
HYFwjbK7HbvzENF44ACfdA,4,Madison,"[Hotels & Travel, Event Planning & Services, Hotels",17
J2AiPQnKWBxBwc4MMkbH8w,4,Madison,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants",23
MQtzOBwYXrTjqkWLLKInew,4,Madison,"[Dive Bars, Bars, Nightlife",5
YlznKuAxnd7j3QfXFzoIog,4.5,Madison,"[Bars, Burgers, Sandwiches, Nightlife, Sports Bars, Restaurants",19
TLjnOhDnazyPJmI8LqU5-g,3.5,Madison,"[Dive Bars, Bars, Nightlife",10
IoPdC59QwkWYm31xPkwcPw,3,Madison,"[Hardware Stores, Kitchen & Bath, Shopping, Home & Garden",11
Ryq600aoE3h8_qRQGIed9A,4.5,Madison,"[Bakeries, Lebanese, Food, Mediterranean, Middle Eastern, Restaurants",63
jqOPL979k-t_Vc049CnAjg,3.5,Madison,"[Pizza, Restaurants",13
m2bTjmuYRTahL6HHAnYRww,3.5,Madison,"[Active Life, Amateur Sports Teams",4
sUxPe5A2NvEHs12UokMyBQ,3,Madison,"[Beauty & Spas, Nail Salons",4
nE7GX1tMsGK4y7FjpPRmbA,3,Madison,"[Computers, Shopping, Office Equipment",6
BdO3fRKops_wgmUPYyLGDw,3.5,Madison,"[Local Services, Dry Cleaning & Laundry",5
XTGb5b3LBuhWHhJS1xPnQQ,4.5,Madison,"[Arts & Entertainment, Nightlife, Music Venues",12
2fPABODueZ0RSOFln5Yl5A,3,Madison,"[Pet Services, Pet Groomers, Pet Training, Pet Stores, Pets",10
CjHMXSaXttTv4jZSQnmyEA,2,Madison,[Education,5
UV9c6A16IXXA7JmkTor8Tg,3.5,Madison,"[Food, Bakeries, Coffee & Tea, Internet Cafes",35
8O9iXCjE6WNz2am2YechBg,1.5,Madison,"[Boat Charters, Event Planning & Services",6
tTHVQItpZrYZ_F0qtUTPcw,2,Madison,"[Local Services, Dry Cleaning & Laundry",5
C6NHEs8gWDzLFdpy59B-zA,3.5,Madison,"[Delis, Restaurants",4
nE51k932dNFc-gClgPguVw,2.5,Madison,"[American (Traditional), Restaurants",3
3NEffAI1qX67vI7yHjdRWQ,3.5,Madison,"[Bridal, Shopping",5
p9Bl3BxPltz2WnIxJLnBvw,3.5,Madison,"[Womens Clothing, Department Stores, Fashion, Shopping, Mens Clothing",5
4N7dN61pyPfcxmKgXWQPfw,4.5,Madison,"[Active Life, Amateur Sports Teams",28
Q3GGB4ZMajP-Qmtdr1cVZw,4.5,Madison,"[Arts & Entertainment, Botanical Gardens",85
xMyTUliefguc3bfetGebJg,2.5,Madison,"[Caterers, Pizza, Event Planning & Services, Restaurants",7
cwGTjUMyfeAmTdLByEMh0g,5,Madison,"[Shopping, Photography Stores & Services",5
68JsiWNLKs8NDCrBCxIWMA,3,Madison,"[Steakhouses, Restaurants",38
PhdMPqSdLZi6IV8SdnpUAQ,3.5,Madison,"[Bars, Salad, Wine Bars, Nightlife, Italian, Restaurants",28
cv5gS-zYooEchtLRlvpXpg,5,Madison,"[Shopping, Home Decor, Automotive, Auto Glass Services, Hardware Stores, Home & Garden",4
eC4iEcRR3p5NLq9Zf80ZGg,3.5,Madison,"[Chinese, Restaurants",32
uQ1YuSiDgHwVwdFVW-nLqA,2,Madison,"[Tires, Automotive",4
qt3WwxMYShshHX7UsyTK-g,2.5,Madison,"[Shopping, Home Services, Internet Service Providers, Mobile Phones, Professional Services, Electronics",9
-4PHmmCt_RmAfaE3sDKW_g,3.5,Madison,"[Bars, Dive Bars, Burgers, Nightlife, American (New), Restaurants",16
jMXL4JB6GoSeOINOtZdFew,1.5,Madison,"[Hair Salons, Beauty & Spas",3
AyAJs-XGv2_Cn_LPH1DWyg,4.5,Madison,[Hotels & Travel,3
JJFoeKZXgi2_LeECDMkkoQ,4,Madison,"[Pubs, Bars, American (New), Nightlife, Restaurants",62
vdWTm_hVFdt5s8Ca1Xyddw,2,Madison,"[Fast Food, Chicken Wings, Restaurants",5
LkFYWBEdmHE05UkfIkK4EA,5,Madison,"[Active Life, Fitness & Instruction",9
KHOHjA8HOcTlFBCtMQFv8A,4,Madison,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants",41
5tW2BXvINlk5MmiKelcByQ,3.5,Madison,"[Music & DVDs, Books, Mags, Music & Video, Vinyl Records, Shopping",6
ykxf0XiJt-d76dBwfO_yew,3,Madison,"[Bars, American (Traditional), Nightlife, Restaurants",22
3m64jZztOV8UnKf0RBGUQA,3,Madison,"[Hotels & Travel, Car Rental",4
pSYCSXgabSKKJrIEJG-FLQ,4,Madison,"[Dive Bars, Bars, Nightlife",11
Yn89vJYXcdprx9U_w1qmMw,2.5,Madison,"[Auto Repair, Automotive",12
vP7-03_-_NoNfwfeYADDPA,5,Madison,"[Optometrists, Health & Medical, Laser Eye Surgery/Lasik",5
seYxnMc1VrZsR7nc09ufmg,3,Madison,"[Pediatric Dentists, Health & Medical, Dentists, Orthodontists, Cosmetic Dentists",3
_ZAu0v4lIxAmU6VTfnml1g,1.5,Madison,"[Shades & Blinds, Home Services",3
JHR6trHgqfis9nv9s8c9og,5,Madison,"[Shopping, Home Services, Appliances & Repair, Home & Garden, Local Services, Appliances, Contractors",3
HLWtNcf3l-wKb6v9duteMQ,4,Madison,"[Barbeque, Restaurants",176
NFiITDN6V53iLAOTOZgbOQ,3.5,Madison,"[Shopping, Nurseries & Gardening, Home & Garden",4
XIZ259hZ6Yww3C0o97MgUQ,2.5,Madison,"[Restaurants, Italian",13
XlXdO2zgB5DsJygapc2Ksw,3,Madison,"[Pet Services, Pets",13
pFdDhXs8-a07NwX4L506BQ,4.5,Madison,"[Books, Mags, Music & Video, Shopping, Video Game Stores",5
cbodGg8dt0gZpdtrQBgduQ,4.5,Madison,"[Auto Repair, Automotive, Tires",34
BRqIGc5nGobwIVxX9vxyig,3,Madison,"[Auto Repair, Automotive",5
Pa_brCvUaiUPPvm3tJQwgw,3.5,Madison,"[Greek, Restaurants",3
j515klfbCAEF3KPiKvHz9g,4.5,Madison,"[Breakfast & Brunch, American (Traditional), Diners, Restaurants",66
bYEwuO-Z14enA88RKyMHbw,4.5,Madison,"[Optometrists, Health & Medical",5
jm3K37BEkL8-a_aytbCXvA,5,Madison,"[Accountants, Professional Services",16
S2x-rEziU3ONR9zO_vpPxA,2.5,Madison,"[Soup, Sandwiches, Salad, Restaurants",27
XRSKxJ_qmo_fmbnTrjOKAg,3,Madison,"[Shopping, Home & Garden, Furniture Stores",7
yCbzzYKkPe1kfeMDdGq03Q,3.5,Madison,"[Hotels & Travel, Car Rental",12
JqMsFCXEeG_8R4HS4gEu7g,5,Madison,"[Food, Tea Rooms, Coffee & Tea",4
Pn4xv1BGBmtpVBmUcIsrpQ,4.5,Madison,"[Museums, Arts & Entertainment",6
0dwJ2MNd9_LV0dOEGSQgEQ,3.5,Madison,"[Real Estate, Home Services, University Housing",3
mzl5Z5I7NG6guH5I8e7Zxg,5,Madison,"[Veterinarians, Pets",6
4ldKdZC5E5LZRbxfxKvYpg,3,Madison,"[Active Life, Bowling",6
tgGaaLuFPbeiwPZcAKFxGA,2.5,Madison,"[Local Services, Automotive, Truck Rental, Self Storage",3
MONajnUQ5-IRtv8PSPn_yA,4.5,Madison,"[Breakfast & Brunch, Cafes, Restaurants",40
UWyW-lyljb_SrCnSEuugUQ,4,Madison,"[Transmission Repair, Automotive",5
Jb5SB2OXbRW0e7ErGlMK-Q,3.5,Madison,"[Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers",41
IGSFz916np_GyQvlagAnlg,2,Madison,"[Local Services, Dry Cleaning & Laundry",5
acnZqXktCu7_x2c4i3tMsw,5,Madison,"[Food, Beer, Wine & Spirits",4
0-wZJOsaLFwvbMF78aYeiQ,5,Madison,"[Auto Repair, Automotive, Tires, Oil Change Stations",4
IFzagko8Y344ajAhWOxnUw,4.5,Madison,"[Auto Repair, Automotive, Car Wash, Gas & Service Stations",4
L83dOubt-Q-eQviITaPcjA,3.5,Madison,"[Flowers & Gifts, Shopping, Florists",3
wfE180qQ2OW3qxFsqVctgw,2.5,Madison,"[Burgers, Fast Food, Restaurants",4
tUi0IRHSi2nhAso6d5E2Vw,2,Madison,"[Food, Discount Store, Grocery, Shopping, Drugstores",7
CgUFVo2ANTRujxYOiY_dmg,4,Madison,"[Pet Groomers, Pet Services, Veterinarians, Pets",7
IlE4UouTsBEGiJ_bNrb5ug,5,Madison,"[Auto Repair, Automotive",14
e48UufPpmZdPc-x4HSWibw,3.5,Madison,"[Pediatric Dentists, Health & Medical, Dentists, General Dentistry",6
zHdt_KW2QqgJJ9bLmtShdQ,4,Madison,"[Tires, Automotive",11
SFJxz-ULe0DutaNq9hBVXg,2,Madison,"[Financial Services, Insurance",4
CLvpX-lYjnz6FvtmMRkYew,4,Madison,"[Shopping, Livestock Feed & Supply, Pet Adoption, Pets, Pet Stores",11
pHBQ-dQRwN3z7Rq7iSog-A,2,Madison,"[Italian, Pizza, Chicken Wings, Restaurants",10
BB4Oz3qBqihEvgZAoaTeIA,3.5,Madison,"[Auto Repair, Automotive, Gas & Service Stations, Auto Parts & Supplies",3
qbu5WjBSQyj8yCk2ENc0BA,4,Madison,"[Elementary Schools, Trainers, Fitness & Instruction, Active Life, Education, Preschools",4
50SekjFjmwgN-lGXDu48qw,3.5,Madison,"[Auto Repair, Automotive",5
JD04BlA142xkYsPTErQOrg,3,Madison,"[Shopping, Home Decor, Home & Garden",3
QwUHifLjoc5hoxa74jpwGQ,1.5,Madison,"[Food, Ice Cream & Frozen Yogurt",11
brkJrGv2Eaj9NTl9g2RMgA,2.5,Madison,"[Pizza, Restaurants",5
8E1EzFMYtuJdrOfgft_nMQ,3,Madison,"[Tires, Automotive, Auto Repair, Oil Change Stations",3
2ReWfLse0HhWOLLsM_bB1Q,4,Madison,"[Automotive, Motorcycle Repair",5
ImBOmnSOb1ajWskhQyaa4Q,3,Madison,"[Automotive, Auto Parts & Supplies",7
KwH79eA3cMwVbYNLLB0hew,3.5,Madison,"[Auto Repair, Automotive, Body Shops, Auto Detailing",3
UyEbMXjDTNGks_k12fGNdg,4,Madison,"[Hot Dogs, Restaurants",5
sjew4Yn7iP7jf_w7X6-vDQ,3.5,Madison,"[Veterinarians, Pets",3
sfA0XJ7XVODirPBXpIFFKA,4,Madison,"[Beauty & Spas, Nail Salons",4
psze2Qlw2_dEsFpDj0N08w,4,Madison,"[Shopping, Antiques",13
OxR3b_qcMJlzwzGPU5fmdA,4,Madison,"[Food, Grocery, Flowers & Gifts, Shopping, Florists",65
8AGIIxZ-BBHbEGsgmhOOwA,2.5,Madison,"[Burgers, Restaurants",6
tE8MQ9I7E2_Xvm4AvykXrw,4,Madison,"[Bakeries, Food",22
229b4Pen_-XsyZ3Y2ktxGA,3,Madison,"[Food, Grocery",7
W0kwwRhto5fw8tURZ0cYBg,4.5,Madison,"[Shopping, Home & Garden, Furniture Stores",3
DCvG8vjyi4xmYK7LqRQ7DQ,5,Madison,"[Auto Repair, Automotive",3
r-c1oqAdSdLGcsdHRaaTYg,4.5,Madison,"[Mattresses, Shopping, Home & Garden, Baby Gear & Furniture",3
UyGxVlb8gjVHpHczJ5ThRw,4,Madison,"[Health & Medical, Dentists, General Dentistry",3
cCStad4wX3ADPbz5AHCn9g,1.5,Madison,"[Fast Food, Chicken Wings, Restaurants",7
qctWDQ4cQ4w7Y2TCCILTmQ,4.5,Madison,"[Discount Store, Shopping",7
OejdaKwkMAHvNe5mL2-emg,4.5,Madison,"[Local Services, Appliances & Repair",6
QfCHvy6v39xPH7CvCASlFg,4,Madison,"[Pizza, Restaurants",19
unXHmjewHGeWQwJr74Sy9g,2.5,Madison,"[Chinese, Restaurants",17
JD1uVun5FEF_Ih2PnHCbuA,2.5,Madison,"[American (New), Restaurants",17
d4JotJ_TGNCm9y-TB4e86Q,3,Madison,"[Bars, Nightlife",3
R6TxOULUEMSq1-7P0w6kTA,2.5,Madison,"[Burgers, Fast Food, Restaurants",5
_3j088e48AYv5yg3FQBoBg,5,Madison,"[Mattresses, Thrift Stores, Shopping, Home & Garden, Furniture Stores",3
GqJI2nG2cfjCnxEBksIbrg,4,Madison,"[Shopping, Flowers & Gifts, Nurseries & Gardening, Florists, Home & Garden",7
QIwnZALGRNSR2HvOzjyDlw,4,Madison,"[Libraries, Public Services & Government",4
m-1fQ1yxirdD_Zl8UtMgJg,3.5,Madison,"[Auto Repair, Automotive, Tires, Oil Change Stations",8
WBtMVB-3fUTsMV7VasVdug,2,Madison,"[Medical Centers, Health & Medical",4
FiP9q_YD5vgxu_Sflo5oZw,3.5,Madison,"[Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants",12
u5p8rf79qxDkXX129qZInQ,3.5,Madison,"[Hobby Shops, Shopping",3
x9pglBo0UYkfje8ugC1OsQ,3.5,Madison,"[Local Services, Community Service/Non-Profit, Thrift Stores, Shopping, Antiques",9
KchYxDnlevnfmA4bHMRQyA,3,Madison,"[Local Services, Water Delivery, Water Heater Installation/Repair, Home Services, Water Purification Services",6
FIR1SRvSAMNTO3VvNaJn2g,3.5,Madison,"[American (Traditional), Restaurants",74
DWnVV_l76GVyRLjhB0_wwA,3.5,Madison,"[Endodontists, Health & Medical, Dentists, Orthodontists, Cosmetic Dentists",3
k5sC4u8XNyXdzJRqM72Glg,5,Madison,"[Movers, Home Services",3
xTAflBEx2EF10-C-tvBf_Q,3.5,Madison,"[Churches, Religious Organizations",3
rCETkP0iCUBZGcdDGeK7-g,3.5,Madison,"[Pet Services, Pet Boarding/Pet Sitting, Pets",9
GLRTpAzQmGd7Jb2cb5xMbg,4.5,Madison,"[Arts & Crafts, Shopping",3
yg-a8RuKe-_uiPyrwmGogA,5,Madison,"[Food, Coffee & Tea",14
IvOeqnZZrGKjUxj6fW2P7Q,4,Madison,"[Bakeries, Food, Donuts",4
yk3vlzcgo0OJpm0JFSLcoA,3.5,Madison,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels",8
MBLOaMM3g4TrLNpHUA5EtQ,4,Madison,"[Hotels & Travel, Event Planning & Services, Hotels",10
zzhSCOVTZ7MUKOAfwT-Bsw,5,Madison,"[Shopping, Nurseries & Gardening, Home & Garden",6
yrBo3c3OTKVO4H1ttBxadw,3,Madison,"[Bars, American (Traditional), Venues & Event Spaces, Nightlife, Event Planning & Services, Sports Bars, Restaurants",33
cA77EZOm-TmUwLsQMrE07A,2.5,Madison,"[Arts & Entertainment, Cinema",3
pACm1yLb9Pwc1mOuvC3UDw,2.5,Madison,"[Arts & Entertainment, Cinema",16
#NAME?,4.5,Madison,"[Automotive, Body Shops, Windshield Installation & Repair, Auto Glass Services",6
R825-NTAI2wG2C4mN-dtNA,3,Madison,"[American (Traditional), Pizza, Gluten-Free, Restaurants",47
T8X_qRCdd1j-C8uH6XTFbA,4,Madison,"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers",3
L3dTz2TQIyov5NbPdJLkSA,3.5,Madison,"[Auto Repair, Automotive, Body Shops, Mobile Dent Repair",3
AJOejrnO0z4lzp_GHO6wUQ,3.5,Madison,"[Automotive, Car Dealers",5
zjvhOPocFPsImtJMWV55WA,4,Madison,"[Plumbing, Electricians, Home Services, Heating & Air Conditioning/HVAC",24
CNvF4BsuFEfC-0Ol4cAD3w,4.5,Madison,"[Hotels & Travel, Event Planning & Services, Hotels",16
DdaBJ-NJrvXSjfNRhbA71Q,3.5,Madison,"[Animal Shelters, Pet Stores, Pets",10
Qlkyr4jfUFsi7v9SgppcOA,4,Madison,"[Active Life, Golf",3
QseK4W6BwKsyDd36ksxeew,5,Madison,"[Hair Salons, Hair Stylists, Beauty & Spas",3
wN5WijlhJjW_3keXENR1cw,4,Madison,"[Asian Fusion, Sushi Bars, Japanese, Restaurants",53
r5S_wYdu1vKRW1k-7_yOIA,4,Madison,"[Sandwiches, Restaurants",18
